step,train_loss,train_psnr,val_psnr_subset
500,0.05502541735768318,15.824836730957031,
1000,0.009212099015712738,23.29204559326172,
1500,0.041238971054553986,17.010433197021484,
2000,0.03238797187805176,18.100568771362305,
2500,0.030380215495824814,18.37774658203125,
3000,0.031245945021510124,18.337799072265625,
3500,0.016284748911857605,21.15086555480957,
4000,0.02510407567024231,18.930585861206055,
4500,0.04539994150400162,16.45477294921875,
5000,0.03889310359954834,17.3427734375,
5500,0.04135396331548691,16.948671340942383,
6000,0.0039099110290408134,27.15336799621582,
6500,0.02153218723833561,19.946165084838867,
7000,0.026277348399162292,19.06123161315918,
7500,0.0032969408202916384,28.04117774963379,
8000,0.014650410041213036,21.215883255004883,
8500,0.005257224664092064,26.542051315307617,
9000,0.015162929892539978,21.171262741088867,
9500,0.019869495183229446,20.13067626953125,
10000,0.014334142208099365,22.074462890625,19.46275520324707
10500,0.008133240044116974,23.78676414489746,
11000,0.0283152237534523,18.70965576171875,
11500,0.009286348707973957,23.583534240722656,
12000,0.012399942614138126,21.92943000793457,
12500,0.011461923830211163,23.0697078704834,
13000,0.019833726808428764,20.727113723754883,
13500,0.011838393285870552,23.159332275390625,
14000,0.014136668294668198,21.12021827697754,
14500,0.0062608253210783005,25.15190315246582,
15000,0.019343672320246696,20.17120933532715,
15500,0.014016368426382542,22.309579849243164,
16000,0.017033608630299568,20.694908142089844,
16500,0.00425842497497797,27.232385635375977,
17000,0.010846417397260666,23.35988426208496,
17500,0.004374400712549686,27.47418212890625,
18000,0.01895896904170513,20.633337020874023,
18500,0.0035359333269298077,27.827129364013672,
19000,0.0190108735114336,20.299734115600586,
19500,0.010279985144734383,22.8754940032959,
20000,0.003129188669845462,27.962743759155273,20.194324493408203
20500,0.012415963225066662,22.637048721313477,
21000,0.012705737724900246,22.594100952148438,
21500,0.0112391896545887,23.052459716796875,
22000,0.0071015190333127975,24.689090728759766,
22500,0.030570944771170616,18.413639068603516,
23000,0.013838578015565872,22.404590606689453,
23500,0.014107777737081051,21.555326461791992,
24000,0.002417047508060932,28.879608154296875,
24500,0.0034647881984710693,28.689882278442383,
25000,0.009329903870821,23.795665740966797,
25500,0.013369064778089523,21.6048583984375,
26000,0.01194306742399931,22.660018920898438,
26500,0.007542022503912449,24.72830581665039,
27000,0.017138373106718063,21.03016471862793,
27500,0.01010237354785204,23.285627365112305,
28000,0.005679110996425152,27.232093811035156,
28500,0.011288899928331375,23.32271957397461,
29000,0.008255773223936558,25.396442413330078,
29500,0.01614476926624775,21.270166397094727,
30000,0.0059719448909163475,26.462034225463867,19.689756393432617
