step,train_loss,train_psnr,val_psnr_subset
500,0.04850071668624878,16.33460235595703,
1000,0.03663910552859306,17.10658836364746,
1500,0.036212023347616196,17.557355880737305,
2000,0.021993547677993774,19.67889976501465,
2500,0.015553348697721958,21.47146224975586,
3000,0.016302065923810005,21.27619743347168,
3500,0.015430756844580173,21.4189453125,
4000,0.01760786585509777,20.619091033935547,
4500,0.022933445870876312,19.526453018188477,
5000,0.029010184109210968,18.42535972595215,
5500,0.02573777735233307,18.962160110473633,
6000,0.00980838667601347,23.452245712280273,
6500,0.01056231465190649,24.00290870666504,
7000,0.010685048997402191,23.80042839050293,
7500,0.0032660344149917364,28.35920524597168,
8000,0.01953175477683544,20.390832901000977,
8500,0.012977499514818192,22.21672821044922,
9000,0.011151229962706566,23.48663330078125,
9500,0.00899339560419321,24.650794982910156,
10000,0.012276876717805862,22.898582458496094,23.2863826751709
10500,0.010436579585075378,23.818452835083008,
11000,0.006814311724156141,25.052444458007812,
11500,0.02268839254975319,19.005203247070312,
12000,0.028071731328964233,17.961374282836914,
12500,0.010047956369817257,23.61922836303711,
13000,0.010097622871398926,23.683847427368164,
13500,0.008902831003069878,24.809846878051758,
14000,0.0090028652921319,24.668283462524414,
14500,0.020238853991031647,19.508501052856445,
15000,0.007804238703101873,24.994688034057617,
15500,0.011235454119741917,23.57895851135254,
16000,0.011196617968380451,23.022077560424805,
16500,0.010640718042850494,22.699861526489258,
17000,0.00950082577764988,24.212026596069336,
17500,0.009752336889505386,24.30121612548828,
18000,0.013395252637565136,22.490543365478516,
18500,0.011328257620334625,23.66476821899414,
19000,0.010543503798544407,23.8452091217041,
19500,0.017329566180706024,20.679780960083008,
20000,0.01137106865644455,23.04095458984375,23.087139129638672
20500,0.006893708370625973,26.45608139038086,
21000,0.014688883908092976,21.367843627929688,
21500,0.007856460288167,24.77981185913086,
22000,0.006175939925014973,26.080442428588867,
22500,0.006100114434957504,27.002992630004883,
23000,0.009551392868161201,24.329744338989258,
23500,0.014338497072458267,21.079586029052734,
24000,0.00667213462293148,25.902973175048828,
24500,0.007321828510612249,25.424373626708984,
25000,0.02068311907351017,20.235095977783203,
25500,0.010162699967622757,23.855947494506836,
26000,0.007445292081683874,23.78155517578125,
26500,0.011534950695931911,22.981056213378906,
27000,0.024569455534219742,18.716289520263672,
27500,0.015154235996305943,21.91786766052246,
28000,0.003903019241988659,29.101348876953125,
28500,0.013910796493291855,22.494413375854492,
29000,0.006364675238728523,27.133594512939453,
29500,0.019872818142175674,19.56502342224121,
30000,0.011896675452589989,23.167692184448242,25.162670135498047
