step,train_loss,train_psnr,val_psnr_subset
28500,0.00039985738112591207,44.10573959350586,
29000,0.0003044920158572495,45.83972930908203,
29500,0.0001856345043051988,43.588253021240234,
30000,0.00029477535281330347,43.3807258605957,42.60762023925781
30500,0.00037414050893858075,42.38525390625,
31000,0.00018345202261116356,47.02056884765625,
31500,0.00034964061342179775,38.82090759277344,
32000,0.0003406454052310437,41.190879821777344,
32500,0.0005927006131969392,41.90982437133789,43.27370834350586
33000,0.00017491800826974213,41.01734924316406,
33500,0.00020092377963010222,45.01314163208008,
34000,0.0004074093303643167,42.18589401245117,
34500,0.00023930208408273757,44.2431526184082,
35000,0.0003087085497099906,43.145668029785156,42.53702926635742
35500,0.00018742457905318588,45.43610382080078,
36000,0.00040974843432195485,41.306617736816406,
36500,0.00022129628632683307,43.221038818359375,
37000,0.00011454302148194984,48.757686614990234,
37500,0.00025561757502146065,44.544639587402344,43.75095748901367
38000,0.00013386312639340758,45.2320556640625,
38500,0.0002436694921925664,45.33603286743164,
39000,0.0002341475192224607,43.691280364990234,
39500,0.00033261868520639837,44.62501907348633,
40000,0.00030702617368660867,42.004051208496094,44.122840881347656
40500,0.00024901918368414044,45.83009338378906,
41000,0.000297349615721032,47.759090423583984,
41500,0.0003865464823320508,41.224937438964844,
42000,0.00013392421533353627,47.48273468017578,
42500,0.0002114988019457087,46.30784606933594,44.12473678588867
43000,0.00020844113896600902,45.51305389404297,
43500,0.00033904716838151217,43.84074020385742,
44000,0.0001887328107841313,46.02958679199219,
44500,0.00018712952442001551,45.6721076965332,
45000,0.00020220185979269445,45.2812385559082,44.4581413269043
45500,0.000255906255915761,44.41176986694336,
46000,0.00016808515647426248,44.96365737915039,
46500,0.0003485068154986948,41.02548599243164,
47000,0.0001703074376564473,47.94617462158203,
47500,0.0001716286496957764,47.02857971191406,44.23640823364258
48000,0.00012371318007353693,47.8096809387207,
48500,0.000349953566910699,42.53766632080078,
49000,0.00022091410937719047,45.34627914428711,
49500,0.0001840295735746622,48.79874038696289,
50000,0.00037236089701764286,46.01504898071289,44.453678131103516
50500,0.00022658337547909468,44.789913177490234,
51000,0.00025170575827360153,45.68244934082031,
51500,0.000231009820709005,47.539703369140625,
52000,0.00035331028630025685,42.57730484008789,
52500,0.00017007964197546244,45.21624755859375,44.57666015625
53000,0.0001972624595509842,47.348304748535156,
53500,0.00016174350457731634,45.8120231628418,
54000,0.0002588963834568858,45.323890686035156,
54500,0.0001722254091873765,47.48946762084961,
55000,0.0003693817707244307,42.94594192504883,44.8737678527832
55500,0.00015884608728811145,47.276893615722656,
56000,0.00019851289107464254,49.20598602294922,
56500,0.00014950562035664916,45.21973419189453,
57000,0.00013463743380270898,46.86848068237305,
57500,0.0001023223449010402,49.26616287231445,45.56175994873047
58000,0.00020916633366141468,48.632293701171875,
58500,0.00020792263967450708,48.65509796142578,
59000,0.00039956721593625844,44.231868743896484,
59500,0.00025993442977778614,44.81703186035156,
60000,0.0002566537878010422,41.689762115478516,45.44633865356445
60500,0.00019788290956057608,44.52177810668945,
61000,0.00017674683476798236,49.516868591308594,
61500,0.0001878673065220937,45.92427062988281,
62000,0.00014310779806692153,49.68639373779297,
62500,0.0002474465291015804,47.403377532958984,45.73935317993164
63000,0.00027467423933558166,46.065895080566406,
63500,0.00014841802476439625,45.902889251708984,
64000,0.00010134401964023709,47.431766510009766,
64500,0.00013594742631539702,48.013370513916016,
65000,0.00018641359929461032,46.497222900390625,45.387935638427734
65500,0.00014677649596706033,47.564231872558594,
66000,0.00012136825534980744,47.0521125793457,
66500,0.0002184882469009608,47.33852767944336,
67000,0.0001884614903246984,47.61216354370117,
67500,0.0003365876036696136,45.28916931152344,45.38505172729492
68000,0.0001503314997535199,48.50092697143555,
68500,0.00022727990290150046,47.061222076416016,
69000,0.0003075846761930734,44.13640213012695,
69500,0.0002497894165571779,44.11646270751953,
70000,0.00020164213492535055,45.12907409667969,45.70906066894531
70500,9.267996938433498e-05,49.52765655517578,
71000,0.0002517707471270114,42.811561584472656,
71500,0.00013134093023836613,48.74076461791992,
72000,0.00024745133123360574,49.02305603027344,
72500,0.00010255136294290423,48.973270416259766,46.18467330932617
73000,0.00017625917098484933,44.78837585449219,
73500,0.000118129828479141,46.199485778808594,
74000,9.222829976351932e-05,51.54956817626953,
74500,0.0002252969134133309,46.849822998046875,
75000,0.00020041254174429923,45.5823974609375,45.39994430541992
75500,0.00017938220116775483,48.67902374267578,
76000,0.00018308224389329553,45.214359283447266,
76500,0.00016252831846941262,47.785579681396484,
77000,9.350024629384279e-05,52.40327453613281,
77500,0.00017351805581711233,46.70191955566406,46.17878341674805
78000,0.00013783751637674868,49.31121826171875,
78500,0.00019623881962615997,48.00478744506836,
79000,0.0001899862545542419,48.189414978027344,
79500,0.0001560841774335131,48.93825149536133,
80000,0.000143887780723162,49.31589126586914,45.96464920043945
80500,0.00011681070463964716,50.26331329345703,
81000,0.00013584225962404162,50.584903717041016,
81500,0.00020951226179022342,48.740257263183594,
82000,0.00024591328110545874,45.140106201171875,
82500,0.0003578188770916313,45.64908981323242,45.8050651550293
83000,0.00013046112144365907,49.68426513671875,
83500,0.000144835896207951,47.61500930786133,
84000,0.000284033827483654,43.55768966674805,
84500,0.00017169190687127411,49.59358596801758,
85000,0.00019680039258673787,47.78672790527344,46.52693176269531
85500,0.0002044125722022727,48.23159408569336,
86000,0.00012122745101805776,50.876251220703125,
86500,0.0001310538937104866,49.672576904296875,
87000,0.00031869218219071627,44.72876739501953,
87500,0.00010228211613139138,49.65678405761719,46.18900680541992
88000,9.744963608682156e-05,51.00796127319336,
88500,0.0001790751557564363,46.03750228881836,
89000,0.00014300571638159454,46.659393310546875,
89500,0.0003731709730345756,43.2453498840332,
90000,0.00017480019596405327,48.423641204833984,46.95531463623047
90500,0.00014269122038967907,48.438743591308594,
91000,0.00019368772336747497,49.06727600097656,
91500,0.00011262272164458409,49.27171325683594,
92000,0.00011363899830030277,49.43151092529297,
92500,0.0001314877299591899,49.61994934082031,46.6559944152832
93000,0.00018028359045274556,49.67586135864258,
93500,0.00011363180965417996,48.203460693359375,
94000,0.00015431316569447517,51.14406204223633,
94500,8.694815915077925e-05,50.56861877441406,
95000,0.00024317242787219584,47.94981002807617,46.353187561035156
95500,0.0002689303655643016,45.38562774658203,
96000,6.754717469448224e-05,51.41292190551758,
96500,7.486433605663478e-05,50.52850341796875,
97000,0.00012107760267099366,49.949127197265625,
97500,0.00022708640608470887,47.761417388916016,47.26045227050781
98000,0.0001575307542225346,46.02195739746094,
98500,0.00010332730016671121,52.824134826660156,
99000,9.599346958566457e-05,49.75369644165039,
99500,0.0001861947530414909,49.55656814575195,
100000,0.00011055182403651997,48.987159729003906,46.35310363769531
